SUBWYST_ID,STATION_ID,NYCT_ID,LINE,DIVISION,STAT_LABEL,DISP_X,DISP_Y,DISP_NAME,DISP_LINE,DISP_NOTE,X,Y
482,502,1701,STATEN ISLAND RWY LINE,SIR,SIR TOMPKINSVILLE STATION,,,,,,963503.4334,171166.8994
481,503,1702,STATEN ISLAND RWY LINE,SIR,SIR STAPLETON STATION,,,,,,963391.3514,167986.1062
52,504,1703,STATEN ISLAND RWY LINE,SIR,SIR CLIFTON STATION,,,,,,964339.2726,165862.7978
49,505,1704,STATEN ISLAND RWY LINE,SIR,SIR GRASMERE STATION,,,,,,960907.3948,159030.5134
48,506,1705,STATEN ISLAND RWY LINE,SIR,SIR OLD TOWN STATION,,,,,,959986.5682,156658.1512
51,507,1706,STATEN ISLAND RWY LINE,SIR,SIR DONGAN HILLS STATION,,,,,,957579.1424,153844.05
50,508,1707,STATEN ISLAND RWY LINE,SIR,SIR JEFFERSON AVENUE STATION,,,,,,955635.331,151995.207
483,509,1708,STATEN ISLAND RWY LINE,SIR,SIR GRANT CITY STATION,,,,,,953878.4504,150324.4486
45,510,1709,STATEN ISLAND RWY LINE,SIR,SIR NEW DORP STATION,,,,,,951685.7166,148229.7812
44,511,1710,STATEN ISLAND RWY LINE,SIR,SIR OAKWOOD HEIGHTS STATION,,,,,,949034.0788,145057.6166
47,512,1711,STATEN ISLAND RWY LINE,SIR,SIR BAY TERRACE STATION,,,,,,946176.4978,141973.1752
46,513,1712,STATEN ISLAND RWY LINE,SIR,SIR GREAT KILLS STATION,,,,,,942261.4184,140194.0566
484,514,1713,STATEN ISLAND RWY LINE,SIR,SIR ELTINGVILLE STATION,,,,,,938499.3962,137724.1476
37,515,1714,STATEN ISLAND RWY LINE,SIR,SIR ANNADALE STATION,,,,,,934777.5892,136243.0694
36,516,1715,STATEN ISLAND RWY LINE,SIR,SIR HUGUENOT STATION,,,,,,930924.8548,133738.5776
43,517,1716,STATEN ISLAND RWY LINE,SIR,SIR PRINCE'S BAY STATION,,,,,,928609.2086,130782.4428
41,518,1717,STATEN ISLAND RWY LINE,SIR,SIR PLEASANT PLAINS STATION,,,,,,923684.966,129677.4142
40,519,1718,STATEN ISLAND RWY LINE,SIR,SIR RICHMOND VALLEY STATION,,,,,,920542.0138,128674.4658
38,522,1721,STATEN ISLAND RWY LINE,SIR,SIR TOTTENVILLE STATION,,,,,,914189.9314,126191.1532
1000059,523,0,STATEN ISLAND RWY LINE,SIR,SIR ARTHUR KILL,,,,,,916862.3102,127517.4726
